modello;pipeline_errore;classificatore;id_atto;file_name;golden_label;predetto;tipo_errore;len_testo_A;len_testo_B;indicatori_A;indicatori_B;snippet_A;snippet_B
gemma3_4b;B;logistic_regression;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;B;naive_bayes;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;924;511;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNEDOLO Citta Metropolitana diVenezia C.A.P.30031 -Via Cairoli,39 -041.5121911 fax 041.410665 P.IVA00655760270 C.F.82001910270 AFFARIGENERALI,SEGRETERIA,PATRIMONIOERISORSEUMANE ORDINANZA N.78DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare caratterizzati dalla riduzione dell'accesso ai servizi comunali da parte dell'ute";ORDINANZA N.78 DEL 19/05/2026 COMUNEDIDOLO Citta Metropolitana diVenezia Il Sindaco, in ragione dell’articolo 50, comma 7 del D.Lgs. n. 267/2000, coordina e riorganizza gli orari di apertura degli uffici comunali per armonizzare l'espletamento dei servizi con le esigenze degli utenti. Si considera la necessità di ridurre la spesa pubblica attraverso una caratterizzata riduzione dell’accesso ai servizi comunali. L'ordinanza mira a gestire queste riduzioni in relazione alle esigenze complessive degli utenti.
gemma3_4b;B;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
gemma3_4b;B;naive_bayes;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;B;naive_bayes;0065;atto_65.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;846;648;delibera, giunta;delibera;"OGGETTO: aggiornamento 2020 dei dipendenti inseriti nella Rete dei Referenti per l’anticorruzione e la trasparenza dell’ente. IL SEGRETARIO GENERALE Vista la normativa di riferimento, in particolare: Considerate le indicazioni presenti nei diversi Piani Nazionali Anticorruzione adottati dall’Autorità Nazionale Anticorruzione, in particolare nel PNA 2019, approvato con deliberazione n. 1064 del 13/11/2019; Preso atto dell’adeguamento dell’Assetto Organizzativo attuale, approvato con deliberazione di Giunta Comunale n. 128 del 02/09/2020; Considerati i diversi cambiamenti di personale intervenuti a seguito di cessazioni, assunzioni, mobilità interne ed esterne; Richiamata la deliberazione di G";"**Comune di [Nome Comune]** **Deliberazione n. [Numero Deliberazione] del [Data]** **Oggetto:** Aggiornamento 2020 dei dipendenti inseriti nella Rete dei Referenti per l’anticorruzione e la trasparenza dell'ente. Premesso che si è tenuto conto della normativa di riferimento, in particolare del PNA 2019 approvato dall’ANAC, e delle modifiche all’Assetto Organizzativo comunale (deliberazione n. 128/2020), nonché dei cambiamenti nel personale; il Comune decide di aggiornare la lista dei dipendenti partecipanti alla Rete dei Referenti per l’anticorruzione e la trasparenza, tenendo conto delle cessazioni, assunzioni e mobilità interne ed esterne"
llama3_1_8b;A;linear_svm;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;A;linear_svm;0128;atto_128.pdf;AccordoSindacale;Decreto;assorbito_in_decreto;815;525;ordina;;Prefettura Macerata Prot. Interno del 17/12/2019 Numero: 0073151 Classifica: 48.14 ACCORDO DI COLLABORAZIONE tra Prefettura - Ufficio Territoriale del Governo di Macerata e Struttura Commissariale del Governo per la ricostruzione delle zone del terremoto del 2016 e 2017, con i componenti del Tavolo di Monitoraggio dei Flussi di Manodopera. L'ATTIVAZIONE Sperimentale dei Sistemi Informatici di Rilevazione delle Presenze Autorizzate nei Cantieri. In data 16 dicembre 2019, presso gli Uffici della Prefettura - Ufficio territoriale del Governo di Macerata, sono presenti: - il Prefetto di Macerata - il Commissario Straordinario del Governo per la ricostruzione nei territori dei Comuni delle Region;Prefettura Macerata Prot. Interno del 17/12/2019 Numero: 0073151 Oggetto: Accordo di collaborazione tra Prefettura e Struttura Commissariale per la ricostruzione delle zone colpite dal terremoto del 2016-2017. Premesse essenziali: - L'attivazione di un sistema informatico per la rilevazione della presenza autorizzata nei cantieri. - La partecipazione dei componenti del Tavolo di Monitoraggio dei Flussi di Manodopera. Dispositivo: L'accordo di collaborazione tra le due parti è stato sottoscritto in data 16 dicembre 2019.
llama3_1_8b;A;linear_svm;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;988;520;dirigente, delibera;ordina, delibera;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 della variante al PSC e RUE nell'ambito del procedimento unico ex art. 53 comma 1 lettera A) della LR 24/2017 per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli eventi"" all'interno del perimetro dell'Autodromo Enzo e Dino Ferrari - ditta Con.Ami IL DIRIGENTE Ricordata la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 c";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE. Ricordata la deliberazione C.C. n. 28 del 27/03/2025, si approva l'aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica della variante al PSC e RUE per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell'autodromo Enzo e Dino Ferrari. Si ordina l'aggiornamento dell'Allegato 1 al Tomo III del RUE"
llama3_1_8b;A;logistic_regression;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;A;logistic_regression;0128;atto_128.pdf;AccordoSindacale;Decreto;assorbito_in_decreto;815;525;ordina;;Prefettura Macerata Prot. Interno del 17/12/2019 Numero: 0073151 Classifica: 48.14 ACCORDO DI COLLABORAZIONE tra Prefettura - Ufficio Territoriale del Governo di Macerata e Struttura Commissariale del Governo per la ricostruzione delle zone del terremoto del 2016 e 2017, con i componenti del Tavolo di Monitoraggio dei Flussi di Manodopera. L'ATTIVAZIONE Sperimentale dei Sistemi Informatici di Rilevazione delle Presenze Autorizzate nei Cantieri. In data 16 dicembre 2019, presso gli Uffici della Prefettura - Ufficio territoriale del Governo di Macerata, sono presenti: - il Prefetto di Macerata - il Commissario Straordinario del Governo per la ricostruzione nei territori dei Comuni delle Region;Prefettura Macerata Prot. Interno del 17/12/2019 Numero: 0073151 Oggetto: Accordo di collaborazione tra Prefettura e Struttura Commissariale per la ricostruzione delle zone colpite dal terremoto del 2016-2017. Premesse essenziali: - L'attivazione di un sistema informatico per la rilevazione della presenza autorizzata nei cantieri. - La partecipazione dei componenti del Tavolo di Monitoraggio dei Flussi di Manodopera. Dispositivo: L'accordo di collaborazione tra le due parti è stato sottoscritto in data 16 dicembre 2019.
llama3_1_8b;A;logistic_regression;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;988;520;dirigente, delibera;ordina, delibera;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 della variante al PSC e RUE nell'ambito del procedimento unico ex art. 53 comma 1 lettera A) della LR 24/2017 per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli eventi"" all'interno del perimetro dell'Autodromo Enzo e Dino Ferrari - ditta Con.Ami IL DIRIGENTE Ricordata la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 c";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE. Ricordata la deliberazione C.C. n. 28 del 27/03/2025, si approva l'aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica della variante al PSC e RUE per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell'autodromo Enzo e Dino Ferrari. Si ordina l'aggiornamento dell'Allegato 1 al Tomo III del RUE"
llama3_1_8b;A;naive_bayes;0053;atto_53.pdf;Ordinanza;Decreto;assorbito_in_decreto;817;543;sindaco;sindaco, ordinanza, ordina;COMUNE DI ROCCARAINOLA CITTA' METROPOLITANADINAPOLI OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio del virus Epatite A IL SINDACO Premesso che: La Regione Campania, con comunicato stampa del 19 marzo 2026, ha disposto un rafforzamento delle attività di controllo lungo l'intera filiera dei molluschi bivalvi e delle azioni di prevenzione contro l'Epatite A, alla luce dell'andamento dei casi registrati dall'inizio dell'anno con un incremento che richiede la massima attenzione sul fronte della sicurezza alimentare, della sorveglianza epidemiologica e dell'informazione ai cittadini. L'intervento regionale ha coinvolto i Dipartimenti di P;COMUNE DI ROCCARAINOLA CITTA' METROPOLITANADINAPOLI Prot. N.0004455/2026 del 23/03/2026 Ordinanza Sindaco n.06 del 23/03/2026 OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio da virus Epatite A Premesso che la Regione Campania ha disposto un rafforzamento delle attività di controllo lungo l'intera filiera dei molluschi bivalvi, a causa dell'aumento dei casi di epatite A. Il Sindaco dispone l'applicazione delle misure previste dalla Regione Campania per contenere e annullare il ris
llama3_1_8b;A;naive_bayes;0075;atto_75.pdf;DeliberaGiunta;Decreto;assorbito_in_decreto;964;409;dirigente, responsabile, delibera, giunta;delibera, giunta;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE ESTRATTO DEL VERBALE DELLA SEDUTA DEL 28/11/2022 (punto N 28) Delibera N 1345 del 28/11/2022 Proponente LEONARDO MARRAS DIREZIONE ATTIVITA' PRODUTTIVE Pubblicità / Pubblicazione Atto pubblicato su BURT e Banca Dati (PBURT/PBD) Dirigente Responsabile Laura ACHENZA Direttore Albino CAPORALE Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023, ai sensi dell'articolo 108, comma 2, della L.R. 23 novembre 2018, n. 62 (Codice del commercio). Presente Eugenio GIANI Stefania SACCARDI Stefano BACCELLI Simone BEZZINI Stefano CIUOFFO Leonardo MARRAS Monia MONNI Alessandra NARDINI Serena SPI;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE Delibera n. 1345 del 28/11/2022 Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023. Premesse essenziali: L.R. 23 novembre 2018, n. 62 (Codice del commercio), articolo 108, comma 2. Dispositivo: Individuare la data di inizio e la durata delle vendite di fine stagione invernale per l'anno 2023.
llama3_1_8b;A;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;A;naive_bayes;0012;atto_12.pdf;Decreto;DeliberaGiunta;decreto_non_riconosciuto;1042;574;decreto, sindaco, giunta;decreto, sindaco, giunta;"COMUNEDIBELLUNO DECRETO N. 7 DEL 30/09/2025 COMUNALE IL SINDACO Visti gli art. 47 e 48 del testo unico degli Enti Locali del 18 agosto 2000, n. 267. - L'art. 35 dello statuto comunale, il quale recita: ""1. La Giunta è composta dal Sindaco e da un numero di Assessori stabilito dal Sindaco, non superiore al numero massimo previsto dalla Legge. 2. Gli Assessori debbono essere in possesso delle requisiti di compatibilità ed eleggibilità alla carica di Consigliere. 3. Per la rimozione delle cause di incompatibilità si applicano le norme stabilite dalla Legge per i Consiglieri comunali. 4. La parità di genere è assicurata a norma di Legge""; - L'art. 30 dello statuto comunale, il quale recita: ""1. ";Comune di Belluno Decreto n. 7 del 30/09/2025 Oggetto: Modifica della Giunta Comunale Visti gli articoli 47 e 48 del Testo Unico degli Enti Locali (d.lgs. 18 agosto 2000, n. 267) e gli articoli 35 e 30 dello Statuto Comunale. La Giunta è composta dal Sindaco e da un numero di Assessori stabilito dal Sindaco, non superiore al massimo previsto dalla Legge. Gli Assessori devono essere in possesso delle requisiti di compatibilità ed eleggibilità alla carica di Consigliere. Si dispone la modifica della composizione della Giunta Comunale ai sensi dell'articolo 35 dello Stat
llama3_1_8b;A;naive_bayes;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;988;520;dirigente, delibera;ordina, delibera;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 della variante al PSC e RUE nell'ambito del procedimento unico ex art. 53 comma 1 lettera A) della LR 24/2017 per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli eventi"" all'interno del perimetro dell'Autodromo Enzo e Dino Ferrari - ditta Con.Ami IL DIRIGENTE Ricordata la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 c";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'Allegato 1 al Tomo III del RUE. Ricordata la deliberazione C.C. n. 28 del 27/03/2025, si approva l'aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica della variante al PSC e RUE per la demolizione di fabbricati esistenti e la nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell'autodromo Enzo e Dino Ferrari. Si ordina l'aggiornamento dell'Allegato 1 al Tomo III del RUE"
llama3_1_8b;B;linear_svm;0075;atto_75.pdf;DeliberaGiunta;Decreto;assorbito_in_decreto;964;409;dirigente, responsabile, delibera, giunta;delibera, giunta;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE ESTRATTO DEL VERBALE DELLA SEDUTA DEL 28/11/2022 (punto N 28) Delibera N 1345 del 28/11/2022 Proponente LEONARDO MARRAS DIREZIONE ATTIVITA' PRODUTTIVE Pubblicità / Pubblicazione Atto pubblicato su BURT e Banca Dati (PBURT/PBD) Dirigente Responsabile Laura ACHENZA Direttore Albino CAPORALE Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023, ai sensi dell'articolo 108, comma 2, della L.R. 23 novembre 2018, n. 62 (Codice del commercio). Presente Eugenio GIANI Stefania SACCARDI Stefano BACCELLI Simone BEZZINI Stefano CIUOFFO Leonardo MARRAS Monia MONNI Alessandra NARDINI Serena SPI;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE Delibera n. 1345 del 28/11/2022 Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023. Premesse essenziali: L.R. 23 novembre 2018, n. 62 (Codice del commercio), articolo 108, comma 2. Dispositivo: Individuare la data di inizio e la durata delle vendite di fine stagione invernale per l'anno 2023.
llama3_1_8b;B;linear_svm;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;953;513;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DOLO Citta' Metropolitana di Venezia C.A.P. 30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii., ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure caratterizzate dalla riduzione dell'accesso ai serviz";Citta Metropolitana di Venezia Ordinanza n. 78 del 19/05/2026 OGGETTO: SINDACO VISTOL'articolo 50, comma 7, del D.Lgs. n. 267/2000 che attribuisce al Sindaco la coordinazione e riorganizzazione degli orari di apertura degli uffici comunali. CONSIDERATO l'esigenza di ridurre l'accesso ai servizi comunali per contenere le spese pubbliche. DISPOSITIVO: Il Sindaco coordinerà e riorganizzerà gli orari di apertura degli uffici comunali al fine di armonizzare l'espletamento dei servizi con le esigenze degli utenti.
llama3_1_8b;B;linear_svm;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;964;445;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, responsabile, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco nomina i responsabili dei servizi di staff in base al nuovo assetto organizzativo approvato con deliberazione di Giunta Comunale n. 31 del 09.04.2026. DISPOSITIVO: Si nomina il Sig. [nome] come Responsabile del Servizio X e la Sig.ra [nome] come Responsabile del Servizio Y.
llama3_1_8b;B;linear_svm;0059;atto_59.pdf;Decreto;Statuto;decreto_non_riconosciuto;927;533;decreto, sindaco, determina, determinazione, ordina, delibera, giunta;ordina, delibera, giunta;"COMUNE DI VOLLA Protocollo N.0039483 DECRETO DEL SINDACO n. 36 del 30/12/2025 PERSONALE. IL SINDACO Premesso che: con Deliberazione di Giunta Comunale n.9 del 25/01/2019, come modificata con successiva Deliberazione Commissariale con poteri della Giunta n.1 del 9/01/2025, si è proceduto alla rideterminazione della struttura organizzativa dell'Ente; con Verbali di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025, è stata approvata una modifica della struttura organizzativa di questo Ente che prevede i seguenti settori: 1. SETTORE: AFFARI GENERALI, DEMOGRAFICI, ELETTORALE. 2. SETTORE: POLITICHE SOCIALI, SCOLASTICO, CULTURA, SPORT E TEMPO LIBERO-AREE ATTRE";Comune di Volta - Protocollo N.0039483 - Data: 30/12/2025 Oggetto: Modifica struttura organizzativa dell'Ente. Premesse essenziali: - Deliberazione Giunta Comunale n.9 del 25/01/2019, modificata con successiva Deliberazione Commissariale n.1 del 09/01/2025. - Verba di Deliberazione del Commissario Straordinario con poteri della Giunta n.20 del 30/04/2025. Dispositivo: Si approva la modifica della struttura organizzativa dell'Ente, suddivisa in due settori: 1) Affari Generali, Demografici e Elettorale. 2) Politiche Sociali, Scol
